DATAFLOW,LAST UPDATE,freq,product,currency,unit,indic_en,LAND,TIME_PERIOD,PRICE,OBS_FLAG
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2020,0.1341,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2021,0.1355,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2010,0.1965,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2011,0.1987,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2012,0.2132,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2013,0.2292,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2014,0.2446,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2015,0.2450,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2016,0.2342,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2017,0.2132,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2018,0.2067,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2019,0.2301,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2020,0.2226,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IT,2021,0.2259,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2014,0.1531,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2015,0.1841,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2016,0.1728,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2017,0.1724,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2018,0.1916,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2019,0.1985,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2020,0.2115,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LI,2021,0.2071,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2010,0.1156,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2011,0.1214,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2012,0.1260,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2013,0.1370,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2014,0.1330,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2015,0.1256,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2016,0.1231,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2017,0.1116,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2018,0.1097,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2019,0.1255,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2020,0.1426,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LT,2021,0.1348,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2010,0.1726,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2011,0.1678,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2012,0.1696,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2013,0.1665,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2014,0.1738,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2015,0.1767,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2016,0.1698,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2017,0.1615,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2018,0.1671,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2019,0.1798,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2020,0.1986,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LU,2021,0.1988,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2010,0.1049,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2011,0.1168,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2012,0.1382,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2013,0.1378,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2014,0.1365,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2015,0.1635,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2016,0.1628,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2017,0.1586,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2018,0.1531,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2019,0.1629,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2020,0.1420,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,LV,2021,0.1403,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2015,0.0819,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2016,0.0962,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2017,0.0977,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2018,0.1020,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2019,0.0936,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2020,0.1068,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MD,2021,0.0851,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2011,0.0870,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2012,0.0910,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2013,0.0956,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2014,0.0985,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2015,0.0982,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2016,0.0956,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2017,0.0983,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2018,0.1024,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2019,0.1032,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2020,0.0988,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ME,2021,0.0980,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2013,0.0810,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2014,0.0785,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2015,0.0826,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2016,0.0822,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2017,0.0820,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2018,0.0781,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2019,0.0783,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2020,0.0782,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MK,2021,0.0841,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2010,0.1647,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2011,0.1651,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2012,0.1673,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2013,0.1664,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2014,0.1474,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2015,0.1257,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2016,0.1257,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2017,0.1328,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2018,0.1285,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2019,0.1290,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2020,0.1284,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,MT,2021,0.1285,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2010,0.1767,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2011,0.1802,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2012,0.1850,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2013,0.1898,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2014,0.1841,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2015,0.1986,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2016,0.1620,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2017,0.1562,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2018,0.1706,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2019,0.2067,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2020,0.1427,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NL,2021,0.1281,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2010,0.2027,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2011,0.2133,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2012,0.1881,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2013,0.1909,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2014,0.1653,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2015,0.1614,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2016,0.1515,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2017,0.1642,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2018,0.1751,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2019,0.1867,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2020,0.1355,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,NO,2021,0.1826,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2010,0.1341,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2011,0.1471,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2012,0.1418,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2013,0.1480,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2014,0.1421,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2015,0.1444,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2016,0.1332,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2017,0.1446,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2018,0.1410,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2019,0.1343,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2020,0.1475,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PL,2021,0.1548,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2010,0.1584,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2011,0.1654,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2012,0.1993,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2013,0.2081,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2014,0.2175,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2015,0.2279,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2016,0.2350,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2017,0.2284,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2018,0.2246,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2019,0.2150,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2020,0.2120,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,PT,2021,0.2089,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2010,0.1031,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2011,0.1082,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2012,0.1050,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2013,0.1323,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2014,0.1290,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2015,0.1303,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2016,0.1260,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2017,0.1198,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2018,0.1333,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2019,0.1358,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2020,0.1459,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RO,2021,0.1536,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2013,0.0564,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2014,0.0607,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2015,0.0575,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2016,0.0641,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2017,0.0664,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2018,0.0705,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2019,0.0706,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2020,0.0738,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,RS,2021,0.0791,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2010,0.1839,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2011,0.2092,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2012,0.2027,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2013,0.2101,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2014,0.1967,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2015,0.1872,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2016,0.1915,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2017,0.1955,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2018,0.1910,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2019,0.2033,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2020,0.1826,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SE,2021,0.2114,e
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2010,0.1401,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2011,0.1441,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2012,0.1542,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2013,0.1610,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2014,0.1630,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2015,0.1589,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2016,0.1618,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2017,0.1609,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2018,0.1613,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2019,0.1634,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2020,0.1448,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SI,2021,0.1662,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2010,0.1520,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2011,0.1682,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2012,0.1716,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2013,0.1698,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2014,0.1507,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2015,0.1506,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2016,0.1423,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2017,0.1435,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2018,0.1566,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2019,0.1577,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2020,0.1686,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,SK,2021,0.1668,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2010,0.1342,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2011,0.1218,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2012,0.1310,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2013,0.1495,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2014,0.1192,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2015,0.1360,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2016,0.1267,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2017,0.1048,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2018,0.0904,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2019,0.0847,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2020,0.0995,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,TR,2021,0.0834,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2016,0.0249,p
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2017,0.0393,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2018,0.0410,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2019,0.0442,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2020,0.0466,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UA,2021,0.0485,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2010,0.1386,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2011,0.1433,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2012,0.1682,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2013,0.1741,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2014,0.1918,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2015,0.2125,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2016,0.1951,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2017,0.1766,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2018,0.1887,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2019,0.2122,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,UK,2021,0.2203,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2013,0.0564,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2014,0.0552,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2015,0.0625,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2016,0.0590,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2017,0.0662,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2018,0.0633,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2019,0.0600,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2020,0.0605,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,XK,2021,0.0605,
